"","SYMBOL","GENENAME","ENTREZID","logFC","logCPM","F","PValue","FDR","direction","threshold"
"ENSMUSG00000058301","Upf1","UPF1 regulator of nonsense transcripts homolog (yeast)",19704,0.0491074998262384,6.5167318735215,0.193440345242741,0.663416917408167,1,"up","FALSE"
"ENSMUSG00000027942","4933434E20Rik","RIKEN cDNA 4933434E20 gene",99650,0.0456563454938593,5.61647266456218,0.193337845082341,0.66350033179686,1,"up","FALSE"
"ENSMUSG00000028271","Gtf2b","general transcription factor IIB",229906,0.0662018593646402,5.39840814574248,0.193241426909873,0.663578820876778,1,"up","FALSE"
"ENSMUSG00000031256","Cstf2","cleavage stimulation factor, 3' pre-RNA subunit 2",108062,0.0711609310019848,3.91833856215572,0.193196098929504,0.663615728167924,1,"up","FALSE"
"ENSMUSG00000029675","Eln","elastin",13717,-0.163757311562726,2.4165899838372,0.193080060120563,0.663710233819476,1,"down","FALSE"
"ENSMUSG00000036966","Spryd3","SPRY domain containing 3",223918,0.0577868074313098,4.69981744390276,0.192981853224906,0.663790243197485,1,"up","FALSE"
"ENSMUSG00000074676","Foxs1","forkhead box S1",14239,-0.258339191035843,0.40437226924126,0.19289071954196,0.66386451184192,1,"down","FALSE"
"ENSMUSG00000098102","Gm2467","glyceraldehyde-3-phosphate dehydrogenase pseudogene",100039870,-0.28544804704679,-1.79125464570161,0.19316194327295,0.663897072014129,1,"down","FALSE"
"ENSMUSG00000035007","Rundc1","RUN domain containing 1",217201,-0.042890235823532,4.24395418089885,0.192842124506384,0.663904122560838,1,"down","FALSE"
"ENSMUSG00000023007","Prpf40b","pre-mRNA processing factor 40B",54614,-0.113194625118058,5.07731838114515,0.192711627149476,0.664010522990535,1,"down","FALSE"
"ENSMUSG00000048782","Insc","INSC spindle orientation adaptor protein",233752,-0.101902276205032,4.98958673232735,0.192620095570165,0.664085178608423,1,"down","FALSE"
"ENSMUSG00000070697","Utp3","UTP3 small subunit processome component",65961,-0.0520853324758889,5.36407303636684,0.192588546160845,0.664110916080126,1,"down","FALSE"
"ENSMUSG00000024981","Acsl5","acyl-CoA synthetase long-chain family member 5",433256,0.0900059714737286,8.43932645430602,0.192444064729539,0.6642288138532,1,"up","FALSE"
"ENSMUSG00000067288","Rps28","ribosomal protein S28",54127,0.099105247368858,6.42838659488199,0.192335394300414,0.664317524557766,1,"up","FALSE"
"ENSMUSG00000046865","Fbl","fibrillarin",14113,0.0575064897375469,4.15369983955631,0.192217554044891,0.664413754778489,1,"up","FALSE"
"ENSMUSG00000015467","Egfl8","EGF-like domain 8",81701,-0.203281500513936,0.754045029634914,0.192017914232764,0.664576864469972,1,"down","FALSE"
"ENSMUSG00000021824","Ap3m1","adaptor-related protein complex 3, mu 1 subunit",55946,-0.0644169635633511,6.54551543798584,0.191909505845561,0.664665478817161,1,"down","FALSE"
"ENSMUSG00000004698","Hdac9","histone deacetylase 9",79221,-0.147202634121592,0.971507730118891,0.191818827441369,0.66473962347882,1,"down","FALSE"
"ENSMUSG00000040697","Dnajc16","DnaJ heat shock protein family (Hsp40) member C16",214063,-0.0732477170069141,4.16963964010508,0.191785532419961,0.664766852957329,1,"down","FALSE"
"ENSMUSG00000030283","St8sia1","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1",20449,0.248846074519251,-1.51330909535472,0.191692419880981,0.664843017682606,1,"up","FALSE"
"ENSMUSG00000038895","Zfp653","zinc finger protein 653",319601,-0.101931271091312,3.64084945548879,0.191675610148197,0.66485677016331,1,"down","FALSE"
"ENSMUSG00000023176","Cpn2","carboxypeptidase N, polypeptide 2",71756,-0.130764894832094,7.59622330178813,0.191665175515989,0.664865307371157,1,"down","FALSE"
"ENSMUSG00000028676","Srsf10","serine and arginine-rich splicing factor 10",14105,-0.0603017568877489,4.7079327329046,0.191645065982146,0.664881760989747,1,"down","FALSE"
"ENSMUSG00000076543","Igkv4-74","immunoglobulin kappa variable 4-74",236047,0.339446700435916,0.541421178994261,0.191605088687278,0.664914473477865,1,"up","FALSE"
"ENSMUSG00000020309","Chac2","ChaC, cation transport regulator 2",68044,-0.0799321484942664,4.00092833648744,0.191481923546261,0.665015282327874,1,"down","FALSE"
"ENSMUSG00000021508","Cxcl14","chemokine (C-X-C motif) ligand 14",57266,-0.162652270221852,2.09765629565906,0.191474344932657,0.665021486578493,1,"down","FALSE"
"ENSMUSG00000037406","Htra4","HtrA serine peptidase 4",330723,0.312612868549811,-0.197778831023357,0.191422778208867,0.665063705705873,1,"up","FALSE"
"ENSMUSG00000070425","Xntrpc","Xndc1-transient receptor potential cation channel, subfamily C, member 2 readthrough",102443351,-0.197633147007701,-0.508432255754469,0.191254923260243,0.665201180426981,1,"down","FALSE"
"ENSMUSG00000026966","Ssna1","SS nuclear autoantigen 1",68475,0.051559418615283,4.11976277232857,0.191211606662216,0.665236668830955,1,"up","FALSE"
"ENSMUSG00000031967","Afg3l1","AFG3-like AAA ATPase 1",114896,0.0756515286023359,5.92045754977765,0.19095205245033,0.665449417121828,1,"up","FALSE"
"ENSMUSG00000013150","Gfod2","glucose-fructose oxidoreductase domain containing 2",70575,0.0808886710393892,3.32393286314771,0.190928813881152,0.665468473469894,1,"up","FALSE"
"ENSMUSG00000019428","Fkbp8","FK506 binding protein 8",14232,0.0541984052201953,8.17992113648261,0.190920917441403,0.66547494911142,1,"up","FALSE"
"ENSMUSG00000034853","Acot11","acyl-CoA thioesterase 11",329910,0.122826970138021,2.8612826288384,0.190908338106504,0.66548526539053,1,"up","FALSE"
"ENSMUSG00000028496","Mllt3","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3",70122,0.102328032698234,2.32136553300286,0.190846796426523,0.665535741420182,1,"up","FALSE"
"ENSMUSG00000040714","Klc3","kinesin light chain 3",232943,-0.170496452210057,0.368429645104451,0.190583519319567,0.665751789332839,1,"down","FALSE"
"ENSMUSG00000001517","Foxm1","forkhead box M1",14235,0.181352089977154,1.91379497798265,0.190514351690446,0.665808578605256,1,"up","FALSE"
"ENSMUSG00000034412","Tbc1d10a","TBC1 domain family, member 10a",103724,-0.0538543115629154,4.1731153466303,0.190481935786282,0.66583519754701,1,"down","FALSE"
"ENSMUSG00000030059","Tmf1","TATA element modulatory factor 1",232286,0.0733341140714886,4.6559244297818,0.19043514301099,0.66587362710993,1,"up","FALSE"
"ENSMUSG00000040557","Mettl27","methyltransferase like 27",79565,-0.0820642096365432,4.40448194005563,0.190417985746339,0.665887719293448,1,"down","FALSE"
"ENSMUSG00000044150","Bclaf3","Bclaf1 and Thrap3 family member 3",382252,-0.0913907784494353,2.06270795467142,0.19033134596738,0.665958892799208,1,"down","FALSE"
"ENSMUSG00000034327","Kctd9","potassium channel tetramerisation domain containing 9",105440,-0.0531152471213031,4.22407225700312,0.190253609464995,0.666022768862162,1,"down","FALSE"
"ENSMUSG00000025178","Pi4k2a","phosphatidylinositol 4-kinase type 2 alpha",84095,-0.0403499113394822,6.49813282720597,0.190151145705196,0.666106987147613,1,"down","FALSE"
"ENSMUSG00000048012","Zfp473","zinc finger protein 473",243963,0.222478569813033,-0.138526852933975,0.189997897419984,0.666232997524174,1,"up","FALSE"
"ENSMUSG00000028631","Kcnq4","potassium voltage-gated channel, subfamily Q, member 4",60613,0.153926716435498,-0.226550656974431,0.189997269988469,0.666233513562672,1,"up","FALSE"
"ENSMUSG00000037621","Atoh8","atonal bHLH transcription factor 8",71093,0.142512370524245,5.35758233812295,0.189991326817432,0.666238401644753,1,"up","FALSE"
"ENSMUSG00000028909","Ptpru","protein tyrosine phosphatase, receptor type, U",19273,0.155801963530009,1.04856571470705,0.189938171053176,0.666282124750538,1,"up","FALSE"
"ENSMUSG00000060244","Alyref2","Aly/REF export factor 2",56009,0.0643575529535688,1.90875917465444,0.189839233212959,0.666363525236092,1,"up","FALSE"
"ENSMUSG00000106664","Gm17936","calponin 3, acidic pseudogene",100416138,0.239137660517769,0.445671598632691,0.189628615069964,0.666536894458072,1,"up","FALSE"
"ENSMUSG00000013921","Clip3","CAP-GLY domain containing linker protein 3",76686,0.145299482143483,0.230617945180235,0.189356592287732,0.66676097893422,1,"up","FALSE"
"ENSMUSG00000074656","Eif2s2","eukaryotic translation initiation factor 2, subunit 2 (beta)",67204,-0.0569230821164343,5.62355142416668,0.189334516383528,0.666779172858338,1,"down","FALSE"
"ENSMUSG00000029992","Gfpt1","glutamine fructose-6-phosphate transaminase 1",14583,-0.0581708420640125,4.90768944401346,0.18929291585505,0.666813461505719,1,"down","FALSE"
"ENSMUSG00000047528","Flacc1","flagellum associated containing coiled-coil domains 1",108812,0.230194828425927,-0.0255198749545136,0.189230419342675,0.666864981834089,1,"up","FALSE"
"ENSMUSG00000073002","Vamp5","vesicle-associated membrane protein 5",53620,0.123466926731088,0.6447880215384,0.189162450921193,0.666921024585674,1,"up","FALSE"
"ENSMUSG00000032737","Inppl1","inositol polyphosphate phosphatase-like 1",16332,0.0391722711240758,6.27313570280708,0.189162046416419,0.666921358152453,1,"up","FALSE"
"ENSMUSG00000027695","Pld1","phospholipase D1",18805,-0.0642231656379937,3.69212125923499,0.189110845766738,0.666963583185446,1,"down","FALSE"
"ENSMUSG00000027713","1810062G17Rik","RIKEN cDNA 1810062G17 gene",72282,0.129036254244802,0.656835107047501,0.189103872159924,0.666969334827837,1,"up","FALSE"
"ENSMUSG00000006464","Bbs1","Bardet-Biedl syndrome 1 (human)",52028,-0.0977765733914212,0.873346323751822,0.189092461206046,0.666978746547377,1,"down","FALSE"
"ENSMUSG00000041763","Tpp2","tripeptidyl peptidase II",22019,-0.0779871780925411,5.77697939356106,0.189020422363955,0.667038171793778,1,"down","FALSE"
"ENSMUSG00000032563","Mrpl3","mitochondrial ribosomal protein L3",94062,-0.0561876577210622,4.46934864385211,0.188945619247224,0.667099891621594,1,"down","FALSE"
"ENSMUSG00000065669","Gm22581","predicted gene, 22581",115489818,-0.286749928815128,-1.89138118418898,0.188856335514816,0.667173578467146,1,"down","FALSE"
"ENSMUSG00000079427","Mthfsl","5, 10-methenyltetrahydrofolate synthetase-like",100039707,0.0755410235306394,3.65816058910831,0.188828893481878,0.667196230857736,1,"up","FALSE"
"ENSMUSG00000041654","Slc39a11","solute carrier family 39 (metal ion transporter), member 11",69806,0.0985239843555484,4.55091540402179,0.188664101738052,0.667332301752262,1,"up","FALSE"
"ENSMUSG00000030056","Isy1","ISY1 splicing factor homolog",57905,0.0436761217794979,3.78446621972567,0.188625770380313,0.667363962672977,1,"up","FALSE"
"ENSMUSG00000022388","Ttll8","tubulin tyrosine ligase-like family, member 8",239591,-0.163542779259788,0.156686525753381,0.188427674191866,0.667527647337746,1,"down","FALSE"
"ENSMUSG00000040128","Pnrc1","proline-rich nuclear receptor coactivator 1",108767,-0.0979783839255625,6.19178992851892,0.188308128623584,0.667626476206655,1,"down","FALSE"
"ENSMUSG00000037029","Zfp146","zinc finger protein 146",26465,-0.0617923182470646,4.241908250923,0.188244092500768,0.667679430565063,1,"down","FALSE"
"ENSMUSG00000029851","Tcaf2","TRPM8 channel-associated factor 2",232748,-0.131053649569075,0.541428083361639,0.188214611672193,0.667703813206069,1,"down","FALSE"
"ENSMUSG00000034349","Smc4","structural maintenance of chromosomes 4",70099,0.0653828086186137,4.07759309910941,0.188212714117661,0.667705382690199,1,"up","FALSE"
"ENSMUSG00000001082","Mfsd10","major facilitator superfamily domain containing 10",68294,0.0999892958647268,3.68531673447292,0.188051371811167,0.667838864889307,1,"up","FALSE"
"ENSMUSG00000033126","Ybey","ybeY metallopeptidase",216119,-0.0745318856576753,2.30400996049273,0.188042785797058,0.667845970210997,1,"down","FALSE"
"ENSMUSG00000027612","Mmp24","matrix metallopeptidase 24",17391,0.325000024584964,-0.549819052894875,0.188034810113295,0.667852570629685,1,"up","FALSE"
"ENSMUSG00000037020","Wdr62","WD repeat domain 62",233064,0.0832786188056756,2.69369029032925,0.187989678687032,0.667889923090236,1,"up","FALSE"
"ENSMUSG00000060073","Psma3","proteasome subunit alpha 3",19167,-0.0453469082710208,6.30494529764754,0.18797068990658,0.667905640516145,1,"down","FALSE"
"ENSMUSG00000022820","Ndufb4","NADH:ubiquinone oxidoreductase subunit B4",68194,0.155170215734582,4.79220395214557,0.187835074989345,0.668017919480889,1,"up","FALSE"
"ENSMUSG00000050105","Grrp1","glycine/arginine rich protein 1",72690,0.213241599379648,-0.702520083926752,0.187754363807951,0.668084765234972,1,"up","FALSE"
"ENSMUSG00000006191","Cdkal1","CDK5 regulatory subunit associated protein 1-like 1",68916,0.0573822925895956,3.40720241417571,0.18769468151956,0.668134205689028,1,"up","FALSE"
"ENSMUSG00000057113","Npm1","nucleophosmin 1",18148,0.0727460588765296,6.63254632843519,0.187635793837367,0.668182997088364,1,"up","FALSE"
"ENSMUSG00000029713","Gnb2","guanine nucleotide binding protein (G protein), beta 2",14693,0.049530345759923,7.06111505604915,0.187491196947199,0.668302841629171,1,"up","FALSE"
"ENSMUSG00000025510","Cd151","CD151 antigen",12476,0.0796471103491397,5.96359747738436,0.187389820664995,0.668386897017652,1,"up","FALSE"
"ENSMUSG00000021973","Micu2","mitochondrial calcium uptake 2",68514,0.0691383754977678,5.84422029901046,0.187263517414876,0.668491658365383,1,"up","FALSE"
"ENSMUSG00000022855","Senp2","SUMO/sentrin specific peptidase 2",75826,-0.0421883406417134,5.2532130886,0.187210941153795,0.668535279797798,1,"down","FALSE"
"ENSMUSG00000072647","Adam1a","a disintegrin and metallopeptidase domain 1a",280668,0.173647440754103,1.10722341975997,0.18720929796591,0.668536643234389,1,"up","FALSE"
"ENSMUSG00000033222","Ttf2","transcription termination factor, RNA polymerase II",74044,-0.0546692109707681,3.20241033311081,0.187160134849,0.668577439674877,1,"down","FALSE"
"ENSMUSG00000057522","Spop","speckle-type BTB/POZ protein",20747,0.0636796029306767,6.26830988032961,0.187159774732597,0.66857773852953,1,"up","FALSE"
"ENSMUSG00000021987","Mtmr6","myotubularin related protein 6",219135,-0.0828273189773961,4.63776779778397,0.187050116988481,0.668668757632541,1,"down","FALSE"
"ENSMUSG00000034645","Zyg11a","zyg-11 family member A, cell cycle regulator",230590,-0.190190583524682,2.36703072250286,0.186873957686237,0.668815041580079,1,"down","FALSE"
"ENSMUSG00000002033","Cd3g","CD3 antigen, gamma polypeptide",12502,-0.127740030631036,1.05577214381902,0.186795632369957,0.668880109884983,1,"down","FALSE"
"ENSMUSG00000009207","Lnpk","lunapark, ER junction formation factor",69605,-0.113935215519694,2.20377587435042,0.186556077836062,0.669079219420705,1,"down","FALSE"
"ENSMUSG00000015652","Steap1","six transmembrane epithelial antigen of the prostate 1",70358,-0.22423412355601,-0.446221278610405,0.186522064127492,0.669107502803306,1,"down","FALSE"
"ENSMUSG00000001436","Slc19a1","solute carrier family 19 (folate transporter), member 1",20509,0.100102989139927,3.09229571462638,0.186421764111034,0.669190923067516,1,"up","FALSE"
"ENSMUSG00000027879","Sec22b","SEC22 homolog B, vesicle trafficking protein",20333,0.039352657202758,5.99221030382352,0.186401540693687,0.669207746272763,1,"up","FALSE"
"ENSMUSG00000035572","Dcaf10","DDB1 and CUL4 associated factor 10",242418,0.0776376028497934,4.58909933180315,0.186331927626714,0.669265663442767,1,"up","FALSE"
"ENSMUSG00000022686","B3gnt5","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5",108105,-0.240565235623813,-0.876643216877733,0.186250745326648,0.669333222351604,1,"down","FALSE"
"ENSMUSG00000113262","Dohh","deoxyhypusine hydroxylase/monooxygenase",102115,0.23595614829104,-0.943115897324868,0.186244071012063,0.669338777414327,1,"up","FALSE"
"ENSMUSG00000066513","Klk1b4","kallikrein 1-related pepidase b4",18048,0.143612733479866,0.939517093746662,0.186099853859442,0.669458838993907,1,"up","FALSE"
"ENSMUSG00000009108","Gnat2","guanine nucleotide binding protein, alpha transducing 2",14686,-0.105357686750677,0.828948574681665,0.186071786067615,0.669482212029118,1,"down","FALSE"
"ENSMUSG00000030315","Vgll4","vestigial like family member 4",232334,-0.0976490105590007,4.56294251900574,0.185920242774586,0.669608443742584,1,"down","FALSE"
"ENSMUSG00000049728","Zfp668","zinc finger protein 668",244219,0.0790083372972143,2.3946581323029,0.185508772797191,0.66995149716657,1,"up","FALSE"
"ENSMUSG00000045107","Saysd1","SAYSVFN motif domain containing 1",67509,0.0725143054378848,4.04027089322144,0.185356617706727,0.670078467639003,1,"up","FALSE"
"ENSMUSG00000030738","Eif3c","eukaryotic translation initiation factor 3, subunit C",56347,0.0590205419919332,7.16585795325382,0.185224701843275,0.670188599097078,1,"up","FALSE"
"ENSMUSG00000060671","Atp8b2","ATPase, class I, type 8B, member 2",54667,-0.1189246411452,2.39674656985291,0.185161222851578,0.670241611894958,1,"down","FALSE"
"ENSMUSG00000039771","Polr2j","polymerase (RNA) II (DNA directed) polypeptide J",20022,0.0827377422365834,5.18289616065102,0.185038128379665,0.67034444181754,1,"up","FALSE"
"ENSMUSG00000037594","Clba1","clathrin binding box of aftiphilin containing 1",217887,0.182501390055823,-0.327973950584682,0.184929019006741,0.670435622995396,1,"up","FALSE"
"ENSMUSG00000032122","Slc37a2","solute carrier family 37 (glycerol-3-phosphate transporter), member 2",56857,-0.107786555098458,2.78253229799826,0.184910383180705,0.67045119989567,1,"down","FALSE"
"ENSMUSG00000025427","Rnf165","ring finger protein 165",225743,0.29034106601389,-1.26735006804893,0.472142982545985,0.670548862229262,1,"up","FALSE"
"ENSMUSG00000048550","Thnsl1","threonine synthase-like 1 (bacterial)",208967,-0.0584135286866018,2.46645819601731,0.184347888350239,0.670921805883886,1,"down","FALSE"
"ENSMUSG00000031938","4931406C07Rik","RIKEN cDNA 4931406C07 gene",70984,0.0702935820868611,7.70544301821615,0.184294331603604,0.670966658145332,1,"up","FALSE"
"ENSMUSG00000049233","Apoo-ps","apolipoprotein O, pseudogene",621156,0.229950872270266,-1.07817515143388,0.184262461722195,0.67099335194959,1,"up","FALSE"
"ENSMUSG00000026771","Spopl","speckle-type BTB/POZ protein-like",76857,-0.0624807891615982,3.39256954233214,0.184255394487919,0.670999271746437,1,"down","FALSE"
"ENSMUSG00000028514","Usp24","ubiquitin specific peptidase 24",329908,-0.0640299109957552,6.4327429358542,0.184229322386806,0.671021111944686,1,"down","FALSE"
"ENSMUSG00000023186","Vwa5a","von Willebrand factor A domain containing 5A",67776,-0.106890141020722,4.68241078494961,0.184208010530221,0.671038965924803,1,"down","FALSE"
"ENSMUSG00000030127","Cops7a","COP9 signalosome subunit 7A",26894,0.0617749826776699,5.76430701802539,0.184198292906112,0.67104710725955,1,"up","FALSE"
"ENSMUSG00000037926","Ssh2","slingshot protein phosphatase 2",237860,0.0835515794893435,5.02862053435834,0.184177986537642,0.671064120570107,1,"up","FALSE"
"ENSMUSG00000050064","Zfp697","zinc finger protein 697",242109,-0.100636207411123,1.96299233060289,0.184149371627522,0.671088096930453,1,"down","FALSE"
"ENSMUSG00000035311","Gnptab","N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits",432486,-0.062169169780486,3.99810528699696,0.183874825463524,0.671318251153181,1,"down","FALSE"
"ENSMUSG00000001672","Marveld3","MARVEL (membrane-associating) domain containing 3",73608,0.143419504568822,2.15811753539339,0.183830964709554,0.671355038896094,1,"up","FALSE"
"ENSMUSG00000004508","Gab2","growth factor receptor bound protein 2-associated protein 2",14389,-0.110119954404477,2.48537562748904,0.183804246620347,0.671377450968248,1,"down","FALSE"
"ENSMUSG00000039577","Nphp4","nephronophthisis 4 (juvenile) homolog (human)",260305,-0.273424880537735,-1.5812734450366,0.183781925159693,0.671396176478967,1,"down","FALSE"
"ENSMUSG00000040722","Scamp5","secretory carrier membrane protein 5",56807,0.0752080630002815,4.98014013626244,0.183709698392279,0.671456776902877,1,"up","FALSE"
"ENSMUSG00000010751","Tnfrsf22","tumor necrosis factor receptor superfamily, member 22",79202,0.12750327866069,0.849559680859544,0.183527268680558,0.671609903996028,1,"up","FALSE"
"ENSMUSG00000014554","Dguok","deoxyguanosine kinase",27369,-0.0598569782469693,4.27297566771807,0.183505703278633,0.671628011452452,1,"down","FALSE"
"ENSMUSG00000035378","Shq1","SHQ1 homolog (S. cerevisiae)",72171,0.064793675580201,2.43437862121684,0.183428605525708,0.671692757164992,1,"up","FALSE"
"ENSMUSG00000047867","Gimap6","GTPase, IMAP family member 6",231931,0.0646107836111876,4.06318827863925,0.18332249477971,0.671781894075105,1,"up","FALSE"
"ENSMUSG00000034485","Uaca","uveal autoantigen with coiled-coil domains and ankyrin repeats",72565,0.0758955519803287,3.83456495036297,0.183236488765622,0.671854164775565,1,"up","FALSE"
"ENSMUSG00000075701","Selenos","selenoprotein S",109815,0.0626796904805084,6.1493281773647,0.183101399218979,0.671967720989018,1,"up","FALSE"
"ENSMUSG00000057778","Cyb5d2","cytochrome b5 domain containing 2",192986,-0.0695848635943011,3.62628314718224,0.183040205877445,0.67201917646767,1,"down","FALSE"
"ENSMUSG00000025059","Gk","glycerol kinase",14933,-0.0696011456725314,6.4398731511197,0.183034476397366,0.67202399472326,1,"down","FALSE"
"ENSMUSG00000079109","Pms2","PMS1 homolog2, mismatch repair system component",18861,-0.0780566250476546,1.68380220052669,0.183023121902096,0.672033543648566,1,"down","FALSE"
"ENSMUSG00000101532","Zbed4-ps1","zinc finger, BED type containing 4, pseudogene 1",666256,-0.446352867681169,-0.248527748525026,0.183296478561876,0.672049916159778,1,"down","FALSE"
"ENSMUSG00000037373","Ctbp1","C-terminal binding protein 1",13016,0.0379664361795026,5.8419228326258,0.182992485729373,0.672059309872259,1,"up","FALSE"
"ENSMUSG00000077704","Snord89","small nucleolar RNA, C/D box 89",100217461,-0.218785997390857,-0.587305863469153,0.182967034918167,0.672080716952396,1,"down","FALSE"
"ENSMUSG00000051065","Mb21d2","Mab-21 domain containing 2",239796,0.0750368348658996,4.13361470380878,0.182864879758042,0.672166659080174,1,"up","FALSE"
"ENSMUSG00000033364","Usp37","ubiquitin specific peptidase 37",319651,-0.0660163203225168,3.52230982450153,0.18284216002639,0.672185776842965,1,"down","FALSE"
"ENSMUSG00000030513","Pcsk6","proprotein convertase subtilisin/kexin type 6",18553,0.107462405269829,5.96079344326921,0.182724088183715,0.67228515239603,1,"up","FALSE"
"ENSMUSG00000017144","Rnd3","Rho family GTPase 3",74194,0.0956416314722271,5.05105373983196,0.182651251709075,0.67234647447701,1,"up","FALSE"
"ENSMUSG00000033486","Catsper2","cation channel, sperm associated 2",212670,-0.104532483433985,2.75671291236417,0.182582177927566,0.672404642111895,1,"down","FALSE"
"ENSMUSG00000026355","Mcm6","minichromosome maintenance complex component 6",17219,-0.0900115459334284,4.49573293616987,0.182560730958579,0.672422705450829,1,"down","FALSE"
"ENSMUSG00000020381","Mrnip","MRN complex interacting protein",68067,-0.113904835918672,3.37379093145575,0.182508800781188,0.672466447966035,1,"down","FALSE"
"ENSMUSG00000049723","Mmp12","matrix metallopeptidase 12",17381,-0.191101917300749,3.87004847372942,0.182473124194691,0.672496503824751,1,"down","FALSE"
"ENSMUSG00000102106","2310043O21Rik","RIKEN cDNA 2310043O21 gene",69679,0.362846802031658,-0.653315776342876,0.182325260472321,0.672621109326059,1,"up","FALSE"
"ENSMUSG00000022665","Ccdc80","coiled-coil domain containing 80",67896,0.0698505640373302,4.09472618707348,0.18230257022653,0.672640235820083,1,"up","FALSE"
"ENSMUSG00000020034","Tcp11l2","t-complex 11 (mouse) like 2",216198,-0.0498938839166556,4.83740600044604,0.182241690790377,0.672691560458718,1,"down","FALSE"
"ENSMUSG00000083649","Rasl2-9","RAS-like, family 2, locus 9",19428,0.136203264215851,-0.446270766153184,0.182197112578369,0.672729148745318,1,"up","FALSE"
"ENSMUSG00000044857","Lemd2","LEM domain containing 2",224640,0.0420606293418325,4.94253168401877,0.182136138827317,0.672780570570726,1,"up","FALSE"
"ENSMUSG00000036687","Tmem184a","transmembrane protein 184a",231832,0.0930007758458347,3.97999811435635,0.182070202583209,0.672836188985987,1,"up","FALSE"
"ENSMUSG00000027424","Mgme1","mitochondrial genome maintenance exonuclease 1",74528,0.0529862757642192,3.59627162465034,0.18192802251938,0.672956161147238,1,"up","FALSE"
"ENSMUSG00000060510","Zfp266","zinc finger protein 266",77519,-0.0624965959827732,4.42702372424231,0.181917687991961,0.672964883636216,1,"down","FALSE"
"ENSMUSG00000032584","Mst1r","macrophage stimulating 1 receptor (c-met-related tyrosine kinase)",19882,-0.183091458896917,-0.349923341597648,0.181903912308656,0.672976510967335,1,"down","FALSE"
"ENSMUSG00000052920","Prkg1","protein kinase, cGMP-dependent, type I",19091,-0.239824650074373,-0.530836265583754,0.181896732386282,0.672982571370099,1,"down","FALSE"
"ENSMUSG00000024792","Zfpl1","zinc finger like protein 1",81909,-0.0679152229860011,3.93214114235885,0.181832746053156,0.673036586993759,1,"down","FALSE"
"ENSMUSG00000045007","Tubg2","tubulin, gamma 2",103768,-0.251767087515541,-1.27360084400925,0.181822362673247,0.673045353441032,1,"down","FALSE"
"ENSMUSG00000038416","Cdc16","CDC16 cell division cycle 16",69957,-0.0300670495358661,4.87289599830725,0.18181872137374,0.673048427776278,1,"down","FALSE"
"ENSMUSG00000027016","Zfp385b","zinc finger protein 385B",241494,-0.0886322310727102,4.1304294429028,0.181791633405,0.673071299191841,1,"down","FALSE"
"ENSMUSG00000037278","Tmem97","transmembrane protein 97",69071,0.102530146555641,5.82991837784631,0.181746947361658,0.67310903376076,1,"up","FALSE"
"ENSMUSG00000053332","Gas5","growth arrest specific 5",14455,-0.0630071675354487,6.58576854922586,0.181680691305042,0.673164992992791,1,"down","FALSE"
"ENSMUSG00000050174","Nudt6","nudix (nucleoside diphosphate linked moiety X)-type motif 6",229228,0.0532975834798254,3.42630284964968,0.181671588960939,0.67317268169176,1,"up","FALSE"
"ENSMUSG00000071256","Zfp213","zinc finger protein 213",449521,0.0538398768614834,3.04775876056747,0.181642477430593,0.673197273572943,1,"up","FALSE"
"ENSMUSG00000040842","Szrd1","SUZ RNA binding domain containing 1",213491,0.052210946112865,6.33875401971029,0.181599566615482,0.67323352662513,1,"up","FALSE"
"ENSMUSG00000032344","Cgas","cyclic GMP-AMP synthase",214763,-0.166805603389697,0.677165481853865,0.181455321322469,0.673355429034073,1,"down","FALSE"
"ENSMUSG00000031513","Leprotl1","leptin receptor overlapping transcript-like 1",68192,-0.0472694171301779,4.62831739590759,0.18137875518887,0.673420158812796,1,"down","FALSE"
"ENSMUSG00000026958","Dpp7","dipeptidylpeptidase 7",83768,-0.0603750472347238,5.14347339990802,0.181371304992329,0.673426458149249,1,"down","FALSE"
"ENSMUSG00000006014","Prg4","proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein)",96875,-0.0763130504626072,6.35615915993758,0.18123427431243,0.673542348570284,1,"down","FALSE"
"ENSMUSG00000026819","Slc25a25","solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25",227731,-0.112072111923034,7.87856855883795,0.181227017427031,0.673548487356728,1,"down","FALSE"
"ENSMUSG00000018654","Ikzf1","IKAROS family zinc finger 1",22778,-0.111972131265241,2.62627193538216,0.181127733844843,0.673632488547242,1,"down","FALSE"
"ENSMUSG00000028809","Srrm1","serine/arginine repetitive matrix 1",51796,-0.0492387403068475,5.93162600903961,0.181077210920657,0.673675245131678,1,"down","FALSE"
"ENSMUSG00000069495","Epc2","enhancer of polycomb homolog 2",227867,0.0518144355331636,3.65077267678452,0.180773241884655,0.673932637780633,1,"up","FALSE"
"ENSMUSG00000034042","Gpbp1l1","GC-rich promoter binding protein 1-like 1",77110,0.0377100073846984,5.55507666854407,0.18052799393891,0.674140494152676,1,"up","FALSE"
